39852	229357
130955	213971
20473	207129
2585	213865
8421	296957
46870	184193
92704	142011
108844	276607
538	182325
117860	177441
29033	259170
21848	174265
23761	234418
105729	192810
56046	247885
100357	274214
50394	158972
28046	229469
49818	171375
4193	185401
21079	214986
124235	141205
51267	206667
71289	255993
133039	208124
114937	148497
70233	184130
124427	167085
111895	216366
33815	224373
100241	165779
128717	170238
24098	223621
131769	167196
94933	211553
123082	211416
55870	213442
134285	206567
89560	141316
48037	170172
54430	206876
61865	183760
5561	162706
9217	166627
105477	171766
129235	200675
55710	150806
112240	234833
128253	295392
130622	168060
19364	297812
4589	247315
77850	258551
91204	216894
137615	181838
48764	141077
48074	227885
34805	239813
127807	170762
52949	267758
56730	288584
133051	227189
15719	276724
3265	269648
49879	196495
52811	294286
1424	229218
73648	142627
20901	142993
57368	170673
116751	261697
113107	170596
29028	144269
68494	208748
97225	253371
109003	233977
42610	148164
88316	271102
122468	296888
89031	220091
14939	159461
49645	157558
107863	201863
11790	206970
35225	181564
139536	213369
68679	167158
63700	165711
130702	277035
107	181747
126344	222871
42645	181966
132602	177489
110999	299713
9483	218838
89343	216937
76611	238305
6545	156285
108045	167968
131364	170604
30217	223385
125027	154596
18897	290238
72840	157500
108696	270518
119927	299541
474	185141
7606	143453
18132	167345
64835	270966
68583	275169
19393	189746
136104	208513
40250	142739
61238	159756
43952	254090
76493	254093
86086	272926
17599	212228
80756	192437
21693	305592
81436	174151
100892	227527
125114	294600
16227	238713
52099	189584
55298	285661
102895	160482
101712	277437
133422	163422
53579	226731
48190	225996
104475	261935
107912	218658
35279	217782
96908	246495
344	140614
57792	287930
24691	270160
50869	140647
91801	285654
68720	286926
13655	161413
72697	287090
11113	311606
38862	297838
129136	160522
101110	236938
100191	216052
41863	287803
42270	158733
650	208365
119365	213856
53851	210081
107882	282891
17648	206108
70836	194876
121695	215357
117130	166551
106901	287332
47330	300354
53353	300478
127254	283274
36661	152032
107034	207440
59746	215880
111419	307271
118980	282426
53605	211490
83049	195759
52086	169719
46887	182553
25528	217599
84809	277430
44034	291455
1627	276799
92224	311795
34104	170087
33269	189369
14512	189643
65530	296313
20462	215901
100965	280817
84998	223235
116629	212371
7325	277593
17218	289453
129924	275140
32991	209841
33887	169756
49087	261436
6992	233505
19753	299011
45508	160898
67165	174812
113837	283653
94062	266640
123335	235651
83840	278142
65568	172706
69094	162454
42077	157521
20149	308911
63874	302748
62648	222525
88562	146343
9223	236814
115659	213407
135455	270493
76566	297343
45689	167501
126523	208973
80277	301536
74827	144620
105844	295312
76399	299109
6885	175637
10480	276882
51351	304358
124536	206451
35343	280328
78884	181968
61660	274006
62606	211842
39758	158661
50804	265619
11468	206322
127921	236486
79978	212851
18810	277072
88018	151783
78118	214079
3233	267242
89872	171387
21282	151701
95225	289745
94276	263467
75865	271845
14723	211890
16076	290770
112865	211060
137931	298262
63633	140713
12873	197705
84501	284397
49506	251160
22254	170574
83243	218599
132015	281956
99077	273889
10860	160320
102598	207482
82266	263340
127913	239145
113418	272446
75114	177186
120583	297864
10836	241089
58848	283104
73347	188883
111359	271982
130393	234371
130639	143689
130635	181972
134347	300509
89149	239840
48687	171081
43584	160833
118551	294788
130819	170387
11982	237720
131666	286114
111094	287039
44115	157155
7147	208647
71724	281823
65849	295974
25651	276956
43758	182894
110478	284399
22022	173926
26260	198643
121000	267070
20227	150273
26136	226371
38768	281354
66600	225421
62346	279082
124831	152041
20822	266098
87250	152084
66355	169940
108416	197518
76024	183355
124129	146246
3414	176496
134169	182696
98271	217408
21825	215243
19724	308660
85383	212195
57769	159772
72654	183280
113157	226931
137932	298264
485	148557
110385	182048
23450	216013
49306	149293
8222	293591
129361	171237
82854	190368
80273	140561
128063	270871
27464	211973
124609	185542
48254	157958
34475	162085
44052	263036
47273	166389
83579	200740
37390	216071
99005	306557
79035	264808
13020	224408
139651	159441
4710	200840
42630	150858
38738	293507
93199	275768
113367	234788
42806	280199
96492	271782
6983	224433
91343	286603
44712	176166
100304	256702
94484	214174
32875	267269
17353	228414
70505	279561
100926	156187
100539	174087
94191	282089
74864	158829
83044	140493
117109	234131
53404	214803
62780	191137
25577	169737
44607	167821
135613	185418
77110	141281
