11706	219851
86127	308736
139436	285521
39665	197536
42294	313715
149483	173520
17016	193729
131222	288859
142924	394025
139953	386563
152397	376520
120671	221584
155204	403973
167710	191918
52754	267912
49439	260390
159174	230890
148576	219622
82648	213602
121613	291523
37913	199122
142195	187961
114526	231468
71631	236109
82475	181203
49305	366464
55049	175957
117055	245789
136326	405717
19739	283991
21529	357647
167531	285601
32683	231086
167042	183163
14005	288256
149481	173519
134173	331439
43462	362684
116168	223514
152357	405759
84518	186248
49000	208780
92120	373539
52574	239774
135736	211056
105255	189815
40327	199022
82182	248977
54198	206202
10037	355576
19932	182606
138103	252735
7372	386402
140401	175181
2280	283049
137120	248767
76527	222082
167507	270881
62222	281599
74461	225674
141606	348991
4547	227744
44084	304401
55745	354875
120331	235646
85182	389593
124146	331825
74740	184086
136418	181381
132701	369542
2669	328331
118932	243688
14639	312717
142193	187960
91887	230111
26327	303986
146039	315161
71733	354677
97894	273865
171414	275709
17122	213798
150849	210976
42364	258095
154125	285926
14512	352117
40045	264868
32374	316014
83638	220002
43660	175930
120535	273290
97419	185265
40736	265811
128137	312699
19553	347043
165045	318407
14944	173624
113389	263524
91319	240108
7889	273501
33572	384930
34240	278493
61617	190012
22022	265933
3657	204629
52050	185845
91423	357542
58430	378062
154593	195233
108005	334525
74132	371589
77137	189100
106286	353633
32548	341902
42920	268272
145592	354424
116521	229255
53902	280120
146201	209034
118006	249136
33648	337763
72362	209663
17590	186454
10977	310944
14301	367239
41737	264363
160760	349514
5078	194553
124374	301714
114142	207362
136481	264060
4149	269223
84298	196803
87495	237412
83461	210998
129380	337002
82443	314812
140528	242683
42515	287248
34253	290717
78814	390158
144916	404633
49681	387116
88007	233448
73946	283505
7181	280374
153039	281979
115869	208866
165057	292583
155510	349126
81414	223662
125594	186155
117326	338697
33073	276887
24994	215360
28225	339970
25086	226356
84274	329183
21822	379449
123665	214170
148268	346579
46405	304509
151410	221850
165101	192740
72659	195344
16590	198034
106431	402032
140559	296188
133181	288342
29382	335308
137618	227970
44478	181616
137952	221574
167027	352875
14825	212343
126329	177175
12808	367029
122133	204921
19268	319897
73406	312375
26017	213435
29862	235902
129788	346301
148332	226015
130137	389092
22210	285081
133182	288343
7522	319376
93753	339923
11000	397760
131216	177435
17232	260933
17474	376398
88905	203266
570	339598
20463	215858
145345	312820
126208	298492
121469	261991
10705	197183
146898	314707
153107	221243
141604	348990
117442	186078
85035	318644
145240	192767
27754	291987
75867	303218
65477	310246
7931	254808
138339	344200
154603	194103
146531	352198
82392	208392
134925	237764
116019	312928
20427	200318
119672	239694
14081	380024
16087	337244
2226	178189
117293	324050
37853	397017
25852	191919
115488	405038
147390	223051
138379	300013
120232	335384
146820	215410
72576	275543
72618	292728
137838	287951
121764	252692
122836	369634
30481	270077
135790	259229
79666	326654
154805	237249
139085	195650
23146	356006
41972	379316
138098	263968
15908	359724
28138	186622
47048	222239
16478	196814
161947	252437
53148	361588
155417	254386
170735	246146
47912	337040
46671	209815
20936	335102
43487	274696
125533	341329
148757	226023
122450	236504
124528	373369
13278	261629
22025	265934
117335	240239
95386	173531
26101	187971
41955	403156
140020	303955
56280	255969
34010	186643
11537	294752
18265	392563
88987	201562
84824	256449
59581	178433
60024	366790
34538	395766
123668	214171
138598	193104
143320	184840
144494	403358
130018	274301
31475	339289
24819	401298
106134	194645
114892	180542
135023	404397
160103	352563
77498	331072
45567	250042
72717	192201
83610	251217
91321	334474
25027	282700
98466	327860
122111	252991
116153	232707
146700	291558
77522	197670
21688	263046
74142	196703
50105	262278
147348	353360
137053	337555
72436	202228
88971	213320
38010	301920
87439	203267
36201	175051
26686	272216
139092	193336
30541	384329
148771	264116
153041	281980
152399	376521
9898	215525
95760	290905
15698	225689
139439	334610
115129	395676
78181	354559
77969	304110
4685	219065
44686	201443
89630	285793
18952	305401
450	251449
166725	305320
133670	182149
115871	208867
145712	191827
45059	262449
117328	338698
17353	407547
113080	232570
93080	223506
33855	273451
33033	321681
54551	199021
11781	184468
71112	248768
33611	225725
115556	222131
130875	189319
146141	315104
167314	208402
11703	219850
19742	381557
95858	201081
85804	346788
163425	265486
92529	405768
62276	407574
135670	336006
75858	352380
45099	362692
167505	270880
77667	359972
119217	185095
136352	195841
138092	312221
115411	231077
48289	291019
142222	274376
43782	223465
140797	226146
33866	346433
70336	400989
82477	305849
25802	172614
48291	291020
12052	240895
135882	382922
76955	354388
159918	206082
63819	343957
35416	206344
129899	229385
118838	277966
136486	369350
113373	254648
17878	326773
20683	388644
140795	324184
96936	263337
166941	172637
123909	212381
95007	310238
37910	199121
32242	256458
147159	203484
85186	308737
52288	217463
145465	199120
7929	254807
136706	324303
171375	175675
76383	241459
25522	364670
47203	404099
166290	228136
30484	270078
44393	219020
72778	226316
148279	315931
13129	258735
99795	184219
117992	349047
139172	285719
28041	260361
85858	304166
14134	399131
148545	401344
33365	303697
19415	233134
52072	247910
93090	179135
76447	310570
60965	287892
148174	222790
145819	182732
57161	193637
67044	333236
137113	205382
108863	276204
56263	352283
136710	338860
59640	222257
166971	227489
106962	175830
135307	216371
93927	363466
155596	298063
10322	331172
11386	244422
44295	407418
8004	198810
78301	322920
46331	184335
56771	374676
57884	287901
71857	231891
147123	291641
142649	263743
154840	249545
136271	324304
26430	308968
148707	316300
16062	173430
57717	343563
31791	390655
14034	182348
118518	243482
17339	298252
154601	194102
74625	325995
137620	227971
45101	380912
83528	356301
53296	257974
141270	311457
139756	202865
170265	223404
43067	356005
9382	300230
14515	256389
94001	367992
163700	349327
83468	251207
82368	290207
140009	226145
8948	185105
52552	192292
150016	238143
148773	264117
136759	352232
121517	276647
152811	293973
122086	221530
145744	265352
9724	382024
139317	191929
8467	388518
117941	306147
77511	225325
155770	276898
131117	303872
8002	198809
19937	367139
134690	207664
84276	329184
52166	257982
44293	407417
72533	318178
136216	253509
47761	206905
34575	259742
72110	407869
12580	201299
68830	302676
168810	377220
143586	223250
143767	322892
52757	404932
20248	198731
43143	393367
148116	260936
166410	401612
55031	307267
159354	379440
167712	356953
31463	279145
58006	377197
124143	331824
9854	322559
117454	376443
72505	272231
137364	263038
133081	268175
57486	390647
17329	322663
136673	274635
155413	250000
54767	303314
134689	207663
53820	331848
88484	309732
154398	210695
33085	179362
147656	267922
138160	362644
138087	183924
15235	280652
34232	354741
139951	210943
114755	230366
151289	388908
129652	295008
58432	378063
127987	335254
152364	343945
148114	260935
46270	234915
71735	354678
131246	393504
53547	172613
11412	228578
156436	205889
132743	246393
113082	232571
42983	304590
129901	229386
34242	266316
140025	278505
83530	213311
114623	189426
9129	222032
20040	286328
17408	323925
20856	333848
149166	302749
16752	193651
145227	218905
27090	347468
16559	175929
17171	185107
32254	219193
32632	383605
75153	353557
115513	284944
51567	329837
136415	181380
96093	180343
7429	369156
26536	328717
169994	270167
54207	319359
17341	298253
75823	291567
75238	250345
71332	206267
116120	240238
81200	252460
11518	273974
87758	339112
6172	201433
55439	395952
116343	374294
146630	262398
92754	281212
131295	178820
137865	354030
32024	405769
113012	285818
72602	324722
167724	193597
96908	183906
24564	196371
128135	312698
150277	297155
58212	205465
149016	262458
16761	330184
48523	228644
28759	323705
154838	249544
136344	181391
17571	224815
145787	193707
105253	189814
159561	385821
46376	326520
27757	291988
152223	328659
87760	339113
89538	219537
148329	226014
76733	179779
46703	390334
148518	190755
82992	303388
82994	303389
166784	255335
79912	197862
51351	393911
57886	378013
6602	299530
