125833	331476
35372	177578
17705	200097
12999	194955
7788	263353
85471	204377
145145	284737
9898	293790
35351	179302
1886	241420
10168	270019
37857	339263
12743	317720
13651	236925
16216	244104
72959	172675
143767	240651
4731	268893
96283	209211
94298	219168
14363	184847
106277	259695
3185	266989
35468	224560
107138	268356
56834	226907
125930	248248
22427	306655
145768	338357
31510	334388
71709	202436
37746	250746
58006	202063
43917	190454
16544	287736
74907	261760
36004	192295
40037	274827
8953	256722
17959	200419
8467	204200
3445	322120
132086	276629
43491	256843
3821	275600
32443	187098
35075	217597
145383	210333
15614	276960
46624	178162
35382	195579
130875	273222
10188	175333
35603	298970
71618	331687
12911	194218
73999	330556
158396	342045
34912	184527
43868	184982
844	270306
129202	215009
35676	211115
12213	324260
33736	249563
61036	198523
11009	192422
53994	198031
92707	334955
12330	217714
14312	194247
9018	263886
91423	186440
32471	196978
73696	195466
38230	327739
35757	217596
10181	317719
33481	343509
33801	345254
158953	273818
146080	183811
13580	227242
7414	298436
151814	216745
33572	236657
28971	191971
145410	178644
13210	176112
36873	278927
13879	178497
14421	175137
130559	334706
8781	204617
35297	337978
8479	244571
35495	264860
16866	242209
28661	275599
28077	201043
77341	280047
92754	318631
73246	216390
9930	204871
57843	174940
77498	287816
11708	315540
29314	236659
16185	205601
1108	205885
17380	200098
60660	174008
71758	276415
71915	276415
75844	196409
131670	289633
43896	247552
120484	298427
12597	273915
82941	266083
8239	260187
35205	179300
131547	334331
14136	268884
34434	255260
9224	195865
31150	196559
84142	296033
12513	298257
55567	208263
134382	241599
35129	184531
73770	191520
46466	303228
1270	231205
106183	254710
12764	197716
135817	256839
79395	301089
115170	244823
11272	255215
38592	328804
61263	310799
136118	256842
28931	194073
29138	191972
9724	180076
79546	276905
94401	175164
3370	224168
32454	187096
35083	192298
31593	219159
14917	330959
150	200088
28109	326054
47928	295210
35592	239605
71666	180181
71737	180181
36240	252406
34859	224556
71938	282539
10729	180606
10705	206747
91778	254234
1993	300643
41433	260373
130837	341258
46942	204202
36056	239599
12108	253737
17016	275947
132031	245135
125944	324073
163808	337402
97198	200880
118518	344556
35228	184532
134889	309070
112736	314499
35760	189783
73339	187188
55528	216119
28909	187647
12532	200168
44493	323075
35425	179301
26322	196418
28183	194512
94437	226173
12377	195201
74142	289447
36523	212481
10734	254268
12151	321240
35481	309082
16756	234113
144981	304878
35833	198262
38867	246967
112807	175248
97120	301149
8692	336224
72917	278049
83853	313701
6467	193467
25583	252192
14762	249296
36345	183695
76293	188274
76718	328677
35374	189050
9724	228069
94481	196246
93879	204180
47786	207702
8523	204192
35984	242396
17365	246318
24378	267990
68368	289798
38307	193320
30572	227473
75	314492
35297	277714
145227	248630
114007	176162
35576	186369
93027	345692
35146	281027
1378	302661
10363	282913
35967	235784
90998	190912
31841	183864
37597	248197
13548	185610
72052	277321
125853	227303
150829	184763
145900	221904
71737	274689
71636	179521
94143	203383
865	265072
77728	188433
167724	204122
42983	219559
13261	200680
11649	293209
15571	285995
31440	321911
32039	307318
72954	175723
166410	272618
29028	240607
43861	196773
28169	215654
10063	181231
154077	217713
2435	300983
77820	224357
19074	344104
70411	227302
34706	211158
10977	228855
35663	228308
131578	223037
59111	235341
96198	248951
59687	291969
98459	186392
2931	299110
8400	220558
61185	346439
14985	178588
32374	178588
70311	278129
2976	186783
10145	260346
71646	190328
10697	172805
11781	260091
35997	245976
8593	259412
73758	309585
2844	336321
34750	249744
71661	180157
145687	256841
36775	253003
131265	338868
35016	304929
45742	215880
107117	238092
38209	183877
47856	342730
13833	235689
56050	284894
17232	271004
71666	193833
71737	193833
56278	189291
10356	242208
32374	178585
40012	189459
12165	290263
33648	236656
77716	219885
40946	251980
35827	177566
33970	302413
53017	215608
118645	185036
33835	206781
36861	178800
95971	247323
8329	232861
74740	245257
36537	217535
126091	345320
72316	293450
35201	237557
33605	249178
82968	286653
35077	177576
21803	260270
24636	310533
35640	220949
47937	210594
38959	213811
36437	288681
18043	209627
112807	231366
8635	339163
